x,y,z,roll,pitch,yaw,robot1/joint1,robot1/joint2,robot1/joint3,robot1/joint4,robot1/joint5,robot1/joint6,robot1/joint7,robot2/joint1,robot2/joint2,robot2/joint3,robot2/joint4,robot2/joint5,robot2/joint6,robot2/joint7
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.78718305,0.8120649,1.3424934,-0.31348017,1.1416821,0.09809137,-0.63625646,-0.5973883,0.078199096,-0.16278592,0.038073815,-1.0188723,0.13509375,-0.07074362
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.7812784,0.8846613,1.2950768,0.078903496,-0.04766119,0.02951329,-0.23170404,0.45982373,-0.06431142,0.1318313,-0.9116505,-1.049702,0.51970136,-0.54776174
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.7510439,0.9740805,1.2636439,-0.21638401,0.87053835,0.1547742,-0.58172995,0.35959437,-0.74509346,0.14092301,-0.4178588,-0.8499827,0.541239,-0.21907389
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.904818,0.737432,1.2884971,0.105272815,0.036056813,0.13561092,0.63987654,-2.8892179,0.8997718,0.61571085,-0.36480924,-0.16923335,0.05278516,1.3558601
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.7688551,0.84987557,1.2991959,-0.0608605,1.1426142,0.023350498,0.40361226,-1.1991764,0.7642372,-0.86032486,0.249992,-0.36194268,0.36626568,0.15239476
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.90046906,0.9718393,1.3510691,-0.013452625,0.6131295,0.17950197,0.50942564,0.21933107,-0.18253465,-0.120161414,-0.55844164,-0.48337823,0.0763183,0.8959519
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.7966512,0.86250025,1.2728097,-0.18527988,-0.26557463,0.05984511,0.67866063,-1.3253101,0.82730365,-0.92730534,-0.06828702,-1.1757529,0.4751617,1.151646
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.8222492,1.0984744,1.2203994,-0.04017972,1.481877,0.08409517,-1.5225694,-0.24564269,-0.24268535,-0.5251734,-0.39122933,-0.32233724,0.17471711,0.6927741
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.93584603,0.772984,1.3379709,-0.029406434,0.4845434,0.1862578,0.8205962,-0.13726068,-0.5203509,-0.8897208,0.11414777,-0.57645744,1.026441,0.5143851
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.7847144,0.8837204,1.3170283,-0.016272517,1.4014498,0.13967161,-0.8494782,-1.8634183,0.7253491,0.075534515,0.61609125,0.021177066,0.31410983,0.024621043
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.70859295,0.73252475,1.177978,-0.054717988,1.1855847,0.15476404,0.2146879,-0.4876547,0.55083454,0.22201525,-0.76128954,-0.30227688,0.37953693,-0.34738636
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.73014355,0.84566146,1.3136472,-0.06450934,0.5501152,0.103260905,-0.86368805,0.099211484,0.45666668,0.078660615,0.19083641,-0.8452311,0.41987678,0.8723112
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.87551785,1.1503278,1.354217,-0.075060114,0.53883576,0.06993187,-0.385641,-1.345916,-0.15188645,0.56301683,-0.6498435,-0.7129113,1.1097046,1.5108805
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.80951715,0.8757924,1.345474,-0.031340353,0.18094827,0.17075963,-1.1522498,-0.15990195,0.5652386,-1.5578737,-0.4209637,-0.6942132,0.6795043,0.65341985
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.93692183,1.0158067,1.3504195,-0.13304052,1.0213325,0.08814334,0.06952956,-2.6976585,0.48025903,-0.54519373,0.24127536,-0.28134447,0.57406646,0.42458004
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.7784834,0.87905806,1.2838436,0.10209425,0.9915192,0.27259898,0.05473117,-0.29039463,1.0832068,-0.78034234,0.25994268,-0.865742,-0.05026358,0.39196888
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.9796686,0.9440768,1.2804013,0.037571758,0.8971495,0.26776388,0.6454189,-0.6291882,1.6593485,-0.46327794,0.62074906,-0.5334367,-0.3053049,-0.52275205
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.93299913,0.6350482,1.2536765,-0.0007294758,0.5628459,0.2181002,-0.24789095,-1.1429574,0.60253125,1.0024052,-0.15154658,-0.428404,0.7047825,-0.6599723
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.75685054,0.9515942,1.3284516,-0.042782817,1.382213,0.15144521,-0.32437217,-0.8454841,0.6506349,-0.1157515,-0.27000767,-1.172523,0.26429838,0.49356136
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.8432567,0.74952453,1.3551553,-0.23784618,1.6044971,0.051124766,0.14802007,-1.2787176,1.2410548,-0.088424146,-0.26082516,-0.21781151,0.23674685,0.16427921
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.7366901,1.1249113,1.3285074,-0.08837872,-0.11296805,0.09594379,-1.1665914,-0.96678466,-0.39614275,-0.4181935,-0.009774749,0.017930124,0.43825567,-0.86379486
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,1.0050471,0.85282546,1.3078247,-0.16279157,0.04086651,0.13978948,1.1689627,-0.07451649,0.26113224,0.14728214,-0.20956257,0.008969158,0.9462866,0.44005167
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.9203834,1.1337503,1.3202513,-0.06301023,0.48554006,0.07722916,0.049120758,-1.7681398,0.3133261,-0.4835298,-0.4191202,-0.59550065,0.20742519,1.0484114
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.88650507,0.93530494,1.2594515,-0.19222642,0.36786792,0.20378777,0.24887727,-1.429964,-0.29001105,-0.4262654,-0.2500745,-0.949189,0.5011415,0.9815792
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.88406205,1.1216015,1.2927154,-0.22218297,0.4487031,0.24771284,-0.03709906,-1.0443354,0.16280888,-0.4647679,0.19201551,-0.5191826,0.6018695,-0.36144626
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.6505867,1.0549116,1.3573197,-0.26003206,0.9142662,0.28196356,-0.037267607,-0.4825338,1.0935495,-1.4544059,-0.60166514,-0.68157935,1.1442021,0.66105705
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.54894865,1.0238743,1.3387041,-0.14220561,0.39370123,0.15947488,0.099678814,-1.2933873,-0.57600296,-0.36962256,-0.3814351,-0.035842147,0.32754502,0.709867
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.80012393,1.0640198,1.3277547,-0.075550675,0.47129437,0.25975344,-0.8542461,-0.2835036,0.07755075,-0.4841063,-0.6289719,-0.6209666,0.6017085,0.27487493
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.8344766,1.0517744,1.3917786,-0.0728761,0.19574562,-0.06552426,-0.014188689,-0.46943903,0.43045014,-1.3247844,-0.6089469,-0.8156367,-0.027850877,0.53861046
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.85073835,1.0902005,1.3404753,-0.029524626,0.48749745,0.30824256,-0.5129354,0.06675882,-0.24794689,-0.36974663,-0.011806746,-0.15625432,0.7375153,0.69224286
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.77718383,0.83867365,1.3308264,-0.007722216,0.9456569,0.07546061,-0.5174117,-1.4031738,0.5046713,0.23151946,-0.2945661,-1.03704,0.27585268,0.41367716
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.8249758,0.859247,1.2826569,0.026908202,0.72799337,0.25927344,0.3895326,-0.57789814,0.04285735,0.6350772,-0.41604894,-0.9170481,0.59246415,1.1446397
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.82536256,1.0470235,1.316668,-0.1904274,0.9060368,0.15845501,0.48411703,-0.03931335,0.81598026,-0.047301617,-0.5685396,-0.8078636,0.3478048,0.4505429
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.7211516,0.86233515,1.3123983,0.05892978,0.30320603,0.17127499,-0.5867258,-1.0996377,0.7571393,-1.0233825,-0.51405394,-0.20629957,0.74505675,-0.43438023
-0.1,0.1,0.7999999999999999,-0.5235987755982988,0.5235987755982988,0,0.7557064,0.80321556,1.346779,-5.7820478e-05,1.1941702,0.12852573,-0.13509658,-0.8566129,0.2174758,0.18596713,-0.25431186,-0.93679065,0.5832388,-1.377442
