x,y,z,roll,pitch,yaw,robot1/joint1,robot1/joint2,robot1/joint3,robot1/joint4,robot1/joint5,robot1/joint6,robot1/joint7,robot2/joint1,robot2/joint2,robot2/joint3,robot2/joint4,robot2/joint5,robot2/joint6,robot2/joint7
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.49729112,0.57791907,-0.80928725,0.53637636,-0.6849191,1.2313503,-1.7527658,-0.036280565,1.2971175,0.18676002,-0.022059247,0.17703046,1.13772,-0.030588763
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.49742368,0.5768587,-0.8065139,0.5369388,-0.68761325,1.2302938,-1.7351415,0.2731075,1.2735908,-0.26936114,-0.13239782,0.033632834,1.2300665,0.30514255
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.49720088,0.5759836,-0.810679,0.53916603,-0.682523,1.2327375,-1.7404068,0.38990018,1.3359153,-0.107916795,0.066146486,-0.29427725,0.99873304,0.13717276
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.49760768,0.5756562,-0.80427873,0.5373203,-0.6818257,1.2257293,-1.7319582,-0.24087286,1.2344385,0.038402453,-0.12761573,0.15343015,1.0561501,1.3122102
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.4957021,0.5760087,-0.8106092,0.5397399,-0.6919612,1.2275169,-1.7356986,0.38327834,1.1728274,0.33317044,-0.11137958,0.08645886,1.1089143,0.79925555
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.49589252,0.57718205,-0.80887115,0.5408762,-0.6824797,1.2319559,-1.7552714,-0.22343269,1.4114485,0.3859404,0.036068182,0.011353481,1.1441808,0.17460626
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.49847174,0.57798827,-0.8081245,0.5387706,-0.6881976,1.2336391,-1.7651227,1.443663,1.3740714,0.09238419,0.032858152,-0.01874667,1.07538,0.7115067
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.4957232,0.5764627,-0.8042398,0.54010856,-0.68929595,1.2338688,-1.7357504,0.1129479,1.2209387,-0.12460681,-0.119827054,0.32553878,1.1697433,0.59510756
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.49655652,0.5769167,-0.81002104,0.53775084,-0.6858111,1.2268804,-1.7740535,1.3666651,1.1984266,0.05359407,-0.08799734,0.24389412,1.2675316,0.18483415
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.49752283,0.58017576,-0.8086989,0.53928876,-0.6820063,1.2260612,-1.72152,1.587614,1.571647,0.0060277074,0.049657688,0.16348287,1.0552233,0.40090993
0.1,0.1,0.9999999999999999,0.0,0.5235987755982988,0,-0.49824437,0.57719284,-0.8112732,0.540347,-0.68659854,1.2304491,-1.7670627,0.46953747,1.0451792,-0.03417342,-0.050757598,-0.18212819,1.120853,0.2498314
