x,y,z,roll,pitch,yaw,robot1/joint1,robot1/joint2,robot1/joint3,robot1/joint4,robot1/joint5,robot1/joint6,robot1/joint7,robot2/joint1,robot2/joint2,robot2/joint3,robot2/joint4,robot2/joint5,robot2/joint6,robot2/joint7
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10612153,0.6692731,1.0828699,0.102748856,0.042443667,1.2444714,1.7154729,-0.40672445,-1.6167353,0.19348358,-0.13015771,0.28286612,-1.337494,0.3701883
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10273546,0.66698974,1.0814345,0.108069256,0.043200623,1.2395308,1.7618623,-0.26392722,-1.6529882,0.070415236,-0.068699,0.56391037,-1.4417691,0.41368276
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.103346296,0.67114294,1.0752234,0.09338846,0.046208486,1.2466848,1.7281561,-0.76915175,-1.6192322,-0.25647807,-0.060641564,-0.51495,-1.2569611,-0.30282342
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.09974318,0.6717465,1.0791264,0.102857254,0.046153404,1.2479028,1.749074,-2.3209472,-1.6392658,0.10209632,-0.17244068,-0.40135276,-1.3187655,0.5044066
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10202258,0.6750541,1.086954,0.0912461,0.041356716,1.2477535,1.7458178,1.7168871,-1.4784772,-0.13760602,-0.09420775,-0.4621369,-1.3114501,0.2233116
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.102664255,0.6741365,1.0726545,0.08668021,0.03853671,1.2509874,1.7693833,0.4964334,-1.6304246,0.10042803,0.013519076,0.056346476,-1.4106613,0.028350243
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.1041332,0.67067075,1.0824263,0.08844501,0.041451566,1.2502688,1.7323836,-0.35076755,-1.6360593,0.2584369,-0.0978026,-0.048640348,-1.3547251,-0.843724
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.103373125,0.6725118,1.0774646,0.083519965,0.042647578,1.2512957,1.7263023,0.92728424,-1.6100836,-0.6081378,-0.12331261,-0.78393906,-1.3159382,0.11759896
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10134474,0.67061746,1.0783927,0.10352858,0.046950873,1.2416955,1.7216036,0.7157295,-1.4786797,0.4077984,-0.11009195,-0.046628565,-1.2759826,-0.71428984
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10000746,0.673036,1.0904413,0.095063485,0.04377269,1.2476959,1.7221111,0.04488152,-1.6417923,-0.13207322,-0.005543179,-0.27567855,-1.5206805,-1.024261
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.101125665,0.6728473,1.0768971,0.09324262,0.048275337,1.2481178,1.7432345,0.35146073,-1.6366374,-0.0008593933,0.044982843,-0.42064765,-1.4190487,-0.20851423
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10292739,0.67590654,1.0818235,0.07440879,0.037950687,1.2570094,1.7202678,-0.5467806,-1.6443319,0.13189174,-0.09965293,-0.20681185,-1.3717833,-1.4772295
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.101753935,0.6742451,1.0764666,0.06912388,0.04056896,1.2514069,1.7431563,0.22402439,-1.7392076,-0.5402646,-0.12732759,-0.18097647,-1.3237383,0.9657224
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10396095,0.66910243,1.0736477,0.08885361,0.037772823,1.2413213,1.7344455,2.2571235,-1.7646062,-0.10091186,-0.07820954,-0.47896713,-1.2402633,-0.5099465
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10295228,0.67036116,1.0763792,0.090920344,0.040735994,1.2389467,1.7549717,-1.3708528,-1.7163856,-0.2583181,-0.13753511,-0.41940197,-1.3365896,-0.08256939
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10348511,0.6733781,1.0768569,0.095616646,0.048481293,1.2463696,1.7394385,1.231932,-1.6139,-0.069446445,-0.12759012,-0.9495561,-1.339102,-0.24318077
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10289536,0.66844666,1.0802705,0.10057679,0.04112357,1.2505611,1.7479684,0.36412412,-1.6427324,0.63803023,-0.13798152,-0.7044088,-1.341221,-0.39783478
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10346041,0.67409366,1.0747672,0.09525387,0.041269373,1.2544355,1.7459781,0.6006828,-1.5698905,0.0074048787,-0.22668347,-0.015754297,-1.3869663,-0.43108538
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.1010687,0.6737457,1.0749841,0.08159981,0.046115622,1.2508143,1.7209187,-0.1036642,-1.5787958,-0.37572014,-0.17777963,0.47419423,-1.3757378,-1.324202
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10316035,0.6717246,1.0793669,0.08924343,0.04657465,1.2517704,1.7220639,-0.4244744,-1.5712132,-0.3097783,-0.034548845,-0.61404747,-1.3517447,-0.96919054
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.10463457,0.6752577,1.0849478,0.09674152,0.047378987,1.2376015,1.7204704,1.8428525,-1.6109407,0.29085883,-0.07710501,-0.32098007,-1.3697873,0.45209607
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.098572075,0.6731836,1.0784023,0.07351285,0.045895398,1.2492361,1.732136,-0.7423619,-1.6264966,0.09637295,-0.07433156,0.08125111,-1.399953,-1.4923389
-0.1,0.1,0.7999999999999999,-0.5235987755982988,-0.5235987755982988,0,-0.108396634,0.6771828,1.083418,0.10244522,0.04722058,1.2403514,1.745542,-1.1134505,-1.5615934,-0.27384162,-0.05226232,0.44925523,-1.3008167,-0.4762237
