x,y,z,roll,pitch,yaw,robot1/joint1,robot1/joint2,robot1/joint3,robot1/joint4,robot1/joint5,robot1/joint6,robot1/joint7,robot2/joint1,robot2/joint2,robot2/joint3,robot2/joint4,robot2/joint5,robot2/joint6,robot2/joint7
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3956404,1.5056584,0.32020482,0.20302239,0.19634962,0.82794833,0.43606308,-0.51066786,1.5725096,-0.21198137,-0.7503198,-0.047638223,1.3742627,-1.0086901
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3835944,1.49688,0.33951157,0.21644826,0.20415244,0.8741182,0.42932412,-0.49648058,1.5583496,-0.18665247,-0.70915896,0.0061507514,1.3878243,-1.1394265
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3810037,1.4957662,0.30270097,0.21000929,0.22754449,0.83138096,0.43385097,-0.49498692,1.5726082,-0.20729858,-0.7110597,0.036768306,1.3551879,-1.044143
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3633475,1.4929558,0.32994172,0.20017084,0.19517128,0.8711839,0.4145947,-0.49907377,1.5599712,-0.17242661,-0.7161452,-0.016312795,1.3886821,-1.0574485
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.4035738,1.4939145,0.31613427,0.22200184,0.18846533,0.86132765,0.40555573,-0.50475335,1.5631573,-0.18489815,-0.67570657,-0.021867236,1.3732405,-1.0357136
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3691194,1.499378,0.32739845,0.17310682,0.20393063,0.83488524,0.4427702,-0.50103873,1.5679688,-0.20634666,-0.7153096,-0.022411698,1.3590341,-1.0406451
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.4103973,1.4983202,0.29899105,0.22906113,0.25715736,0.8445115,0.4123144,-0.49800834,1.5775295,-0.15539022,-0.6733861,-0.08971004,1.3725017,-1.1091665
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.38265,1.5124084,0.31296462,0.22248355,0.22804339,0.85983324,0.4189527,-0.5029944,1.5706636,-0.21716191,-0.7015143,-0.08342896,1.3797976,-1.128092
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3886495,1.4936885,0.34329915,0.18838517,0.19810928,0.874138,0.39229646,-0.5033105,1.5694125,-0.21433544,-0.7141007,-0.09210026,1.382151,-1.0145538
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3847315,1.5051377,0.32632938,0.20703986,0.1933739,0.85785174,0.41427535,-0.50175273,1.5734898,-0.18699537,-0.71890575,-0.06288871,1.3773122,-1.0413065
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.4015547,1.5025967,0.32452756,0.21395926,0.17882012,0.8688789,0.31855997,-0.5122686,1.5737206,-0.18426892,-0.71371055,0.029076694,1.370615,-1.0067542
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3872052,1.4997251,0.33406833,0.236034,0.20077163,0.84143794,0.38543501,-0.50719976,1.5718914,-0.18582515,-0.68732643,-0.061082702,1.3666874,-1.0291774
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3816777,1.5208579,0.32368004,0.17657232,0.22506787,0.864769,0.37669212,-0.4957105,1.5760747,-0.17264986,-0.7239877,-0.052868813,1.3755723,-0.998902
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.4211658,1.4966221,0.29698563,0.18941484,0.19876988,0.8944186,0.36972016,-0.50887793,1.564345,-0.22798696,-0.7361494,-0.03311574,1.3787651,-1.0549904
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.4127074,1.4920151,0.32211778,0.1764154,0.1982356,0.8925042,0.4089534,-0.49652234,1.5770293,-0.21083172,-0.7050886,-0.019642923,1.3733599,-1.0463951
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3780308,1.49734,0.31919366,0.23219115,0.21991967,0.8800454,0.40805653,-0.49316183,1.5763918,-0.20322849,-0.6740869,-0.0445367,1.3935745,-1.149556
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3876382,1.5092211,0.33084214,0.19984312,0.20507674,0.86251044,0.39220414,-0.5113779,1.5716267,-0.19886787,-0.71647084,-0.07873838,1.3668905,-1.0368867
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.4030477,1.5019075,0.32326466,0.22181694,0.2564022,0.85138965,0.42873734,-0.50770247,1.5614522,-0.1958271,-0.7354801,-0.072076134,1.3836088,-1.0459307
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3809996,1.4950747,0.31903237,0.22276556,0.19039592,0.8651113,0.38301006,-0.51915026,1.5719485,-0.19004369,-0.7071771,-0.051401984,1.3811215,-1.0918218
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.4053261,1.4895201,0.34621477,0.2044455,0.20368509,0.8410259,0.4134666,-0.49411863,1.577198,-0.17540263,-0.6845524,-0.038825963,1.3613567,-1.0919609
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3963451,1.5099127,0.30522582,0.24989672,0.21257985,0.83045185,0.41151136,-0.49634004,1.5580987,-0.21082644,-0.6475663,-0.0035371827,1.3669271,-1.0887687
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.396569,1.5190969,0.3273509,0.20520309,0.20392881,0.88486004,0.4361736,-0.5006209,1.5646576,-0.22104602,-0.6942934,-0.022208953,1.3565567,-1.1122192
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3722059,1.4987845,0.3200298,0.21303348,0.17948864,0.8618162,0.3768954,-0.5095023,1.5732111,-0.19438024,-0.7379456,-0.003666781,1.3707114,-1.0580713
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.38018,1.5204753,0.32590693,0.24881274,0.16826525,0.85394377,0.36565456,-0.4968265,1.5748867,-0.20179868,-0.6905848,-0.011529931,1.3730154,-1.1157066
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.3716949,1.5094366,0.3214203,0.18433043,0.17535055,0.8936268,0.48259687,-0.4974587,1.5638173,-0.17795591,-0.6861959,-0.03898301,1.3703849,-1.0756638
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.4045583,1.4904149,0.31775528,0.22945446,0.17579493,0.8501805,0.44456512,-0.5071463,1.5688064,-0.20206048,-0.71162105,-0.059020627,1.3909944,-1.1342763
-0.2,-0.2,0.6,-0.5235987755982988,-0.5235987755982988,-0.34906585039886584,1.4301859,1.5026603,0.3211286,0.23761219,0.19408654,0.83331233,0.43639114,-0.498224,1.5716358,-0.20676807,-0.70025474,-0.03530865,1.3876166,-1.0903858
